cell_id,Long,Lat,elevation_m,northness
22894,-119.49249923215555,37.72443968056276,2136.25,-0.07274678852007944
22641,-119.50388454498146,37.72477829023877,2114.5,-0.24259791205388737
22388,-119.5152700481439,37.72511580290356,2064.0,-0.31715678060073005
22895,-119.4920726723663,37.733471766260706,1994.5,-0.32293497703324825
22642,-119.50345936290805,37.73381048555136,1983.25,-0.03213070059414112
22389,-119.51484624387653,37.73414810747664,1912.25,-0.2880976404773264
22896,-119.49164592200684,37.742503833971995,2203.75,-0.24074367300049337
22643,-119.5030339908774,37.74284266290344,2159.75,-0.2770320323338736
22390,-119.514422250265,37.74318039411533,2091.5,-0.3369876811567646
22897,-119.4912189809868,37.75153588369314,2423.25,-0.16046059398275553
22644,-119.5026084287995,37.75187482229164,2382.0,-0.21130241952630677
22391,-119.51399806721956,37.75221266281624,2241.5,-0.2451216139667996
22898,-119.49079184921585,37.76056791542078,2599.25,-0.4044791718731871
26427,-119.33712877938238,37.63830853998128,3058.25,-0.11850612130889344
26680,-119.32575875473604,37.63795451511804,3149.0,-0.05712089089477023
25920,-119.36031053532193,37.62998238517599,3261.5,-0.3812274049272415
25921,-119.35986942415025,37.63901331076192,3186.5,-0.10952469964870586
25668,-119.37124004305028,37.63936405656158,3219.0,0.08744999968519583
25415,-119.38261085881328,37.63971370922263,3271.0,-0.2911212691143762
25669,-119.37080010600573,37.64839507749424,3002.75,0.19251156482935297
25416,-119.38217229297578,37.64874484342028,3065.0,0.026959519527579093
25670,-119.3703599724908,37.657426080178936,2949.75,-0.0691180429063715
25417,-119.3817335312776,37.65777595939697,3022.5,-0.06814244316841098
26174,-119.34849900272403,37.63866147188223,3059.25,-0.1555325891212558
26428,-119.33668472927612,37.64733921900068,3012.0,0.08803439396010779
26175,-119.3480563235448,37.647692265225714,2933.75,-0.22493188092946478
25922,-119.35942811599169,37.64804421807651,2987.0,0.0444296370621796
26429,-119.3362404808708,37.65636987969076,2940.25,0.05060346214857165
26176,-119.347613446676,37.65672304026707,2849.0,-0.15185229365009262
25923,-119.35898661075309,37.657075107116086,2901.75,-0.09255648925605889
26430,-119.33579603407267,37.665400522047854,2884.75,-0.04763928687760771
26177,-119.34717037202417,37.665753797002694,2819.0,-0.09938199775857083
25924,-119.35854490834134,37.66610597787707,2860.5,-0.1815421620214908
26682,-119.32486771394879,37.656015625446145,3130.75,-0.01997568612116878
26936,-119.3130479557129,37.66469069013309,3165.25,0.05213619404493766
26683,-119.32442189509842,37.66504615307156,3057.75,0.07449818591427337
27190,-119.30122545353963,37.673364411975804,3259.25,0.18557348042352548
26937,-119.31260056519808,37.673721084282406,3144.75,0.03490253642679432
25671,-119.36991964241258,37.6664570646121,2932.25,-0.23072855497009606
25418,-119.38129457362612,37.666807057149114,2976.0,-0.0863280733413464
25672,-119.36947911567812,37.67548803079016,2943.25,-0.24238696747431657
25419,-119.3808554199287,37.675838136673164,2903.5,-0.09495043114990527
25673,-119.36903839219443,37.684518978709534,2874.25,-0.12169300267616451
25420,-119.38041607009251,37.684869197965504,2814.75,-0.14118797640047637
25674,-119.36859747186836,37.693549908366585,2756.5,-0.31822149181806864
25421,-119.37997652402487,37.69390024102256,2807.75,-0.2783764263781644
25675,-119.3681563546068,37.70258081975774,2652.0,-0.4156358386515895
25422,-119.3795367816328,37.70293126584079,2785.5,0.08123737951692694
26684,-119.32397587715144,37.674076662333064,3040.0,0.1283413520690767
27191,-119.3007764901405,37.682394672237244,3244.5,-0.14708374101523947
26938,-119.31215297488225,37.682751460036684,3124.75,-0.03313331815142681
26685,-119.32352966001363,37.683107153226956,3021.0,-0.18805299525446673
27192,-119.30032732623538,37.691424914072456,3288.75,-0.20876827766372819
26939,-119.31170518467087,37.69178181739227,3164.25,-0.139698098224695
26686,-119.32308324359083,37.69213762574957,3060.0,-0.08255791967447801
27193,-119.29987796172944,37.700455137477746,3160.0,-0.34376709648116893
26940,-119.31125719446935,37.70081215634548,3091.0,-0.38538688379979374
26687,-119.32263662778865,37.7011680798973,2988.5,0.14183418617709107
26431,-119.33535138878791,37.67443114606833,2872.75,-0.1995751052921565
26178,-119.34672709949581,37.674784535428955,2777.25,-0.1439610308067899
25925,-119.35810300866319,37.675136830355875,2840.25,-0.21326315225682774
26432,-119.33490654492267,37.68346175174856,2868.5,-0.2046476568941997
26179,-119.34628362899724,37.68381525554223,2736.75,0.09576958014628265
25926,-119.35766091162525,37.684167664548866,2812.25,0.099045681284173
26433,-119.33446150238295,37.692492339084886,2884.75,-0.1638099395539239
26180,-119.34583996043489,37.69284595733888,2678.0,-0.15460508307299695
25927,-119.35721861713421,37.69319848045243,2716.5,-0.1835287494610742
26434,-119.33401626107474,37.701522908073684,2818.75,-0.121212192892714
26181,-119.34539609371494,37.70187664081529,2632.25,-0.5072294043403357
25928,-119.35677612509656,37.70222927806299,2539.75,-0.37587772865813046
26435,-119.33357082090396,37.71055345871129,2864.25,-0.2575160108184709
26182,-119.34495202874363,37.71090730596784,2809.75,-0.383874004185434
25929,-119.35633343541885,37.711260057376876,2617.25,-0.19136377777040875
26436,-119.33312518177645,37.71958399099408,3079.0,-0.07109446308866384
26183,-119.34450776542712,37.71993795279289,3042.75,-0.12972912229493808
25930,-119.35589054800745,37.72029081839054,2932.5,-0.18370424719380135
26437,-119.33267934359799,37.72861450491841,3240.5,-0.09384347735546068
26184,-119.34406330367139,37.72896858128682,3140.5,-0.25249441349284385
27194,-119.29942839652772,37.70948534244941,3105.5,-0.5220959100390616
26941,-119.3108090041831,37.709842476892604,2993.75,-0.4833152506280061
26688,-119.3221898125128,37.71019851566642,2933.0,-0.07869855117575167
27195,-119.29897863053512,37.718515528983794,3230.0,-0.20079420070903056
26942,-119.31036061371728,37.718872779030036,3109.0,-0.3794096066550158
26689,-119.32174279766878,37.71922893305334,3096.75,-0.2794827024735654
27196,-119.29852866365671,37.727545697077176,3298.25,-0.20802594099131136
26943,-119.30991202297716,37.727903062754066,3295.0,-0.2759074418364499
26690,-119.32129558316207,37.728259332054336,3324.25,-0.2928531406364619
27197,-119.29807849579723,37.73657584672587,3452.5,-0.24100143857229947
25931,-119.35544746276871,37.72932156110033,3079.0,-0.21138481973927647
26438,-119.33223330627429,37.73764500048063,3375.75,-0.26625857726290836
26185,-119.34361864338251,37.73799919144601,3259.5,0.01860053859446877
25932,-119.35500417960897,37.73835228550264,3124.5,0.05991982572855861
26439,-119.33178706971097,37.7466754776771,3340.0,-0.1236098093559083
26186,-119.34317378446639,37.74702978326681,3189.0,-0.06437390746010974
25933,-119.35456069843441,37.747382991593874,3015.25,0.08460813544583687
26440,-119.33134063381364,37.755705936504164,3278.75,-0.26095074054102496
26187,-119.34272872682888,37.75606035674559,3082.0,-0.08035961127282387
25934,-119.35411701915118,37.75641367937039,2945.0,-0.16837823356286682
27702,-119.27576255006261,37.72682767683292,3555.0,-0.2743607220892267
27449,-119.28714550581408,37.72718723508346,3491.5,-0.21321112313867585
27703,-119.27530962898942,37.735857594104026,3706.5,-0.234453265563642
27450,-119.28669396129986,37.73621726872018,3642.5,-0.2588578169405643
26944,-119.30946323186788,37.73693332806102,3462.25,-0.19544732891147507
26691,-119.32084816889814,37.73728971266581,3476.75,-0.03982888235504684
27198,-119.29762812686148,37.745605977926175,3544.5,-0.18773605049341066
26945,-119.30901424029447,37.7459635749472,3479.5,-0.2151833578088278
26692,-119.32040055478231,37.74632007488406,3455.25,0.04168249080611673
27199,-119.2971775567542,37.75463609067443,3554.25,-0.25505315049683147
26946,-119.30856504816195,37.75499380340898,3467.75,0.06900538523391707
26693,-119.31995274071988,37.75535041870545,3385.75,-0.313688488549114
26947,-119.30811565537526,37.76402401344266,3464.0,-0.2585087726634542
26694,-119.31950472661607,37.76438074412631,3316.5,-0.2797253605212497
27445,-119.28894966889658,37.69106691584983,3379.5,-0.24351103765894494
27446,-119.28849893018138,37.700097023353834,3257.0,-0.04053693195815165
27953,-119.26528778373515,37.70840736570177,3552.25,-0.08916287150183722
27700,-119.27666778569105,37.708767786793985,3277.25,-0.1859861214896228
27447,-119.28804799015944,37.70912711239657,3185.5,-0.11826043603997792
27701,-119.27621526893125,37.71779774106166,3372.5,-0.23072519792275734
27448,-119.28759684873546,37.71815718297435,3336.0,-0.358965244300869
27954,-119.26483389173544,37.71743720330586,3580.0,-0.20893687487796658
27955,-119.26437979701551,37.72646702238569,3582.0,-0.07909524644804351
24409,-119.42549469462023,37.69529061789572,3199.75,-0.18196878983404033
24410,-119.42506045263505,37.704322092886144,3075.75,-0.3455605546467544
24915,-119.40273521815416,37.69459762032585,2913.25,-0.33790399416484856
24662,-119.41411485890153,37.6949446668565,3135.75,0.11551936792775468
24916,-119.40229822578034,37.70362887093744,2818.5,-0.4348665922984146
24663,-119.41367924167584,37.70397602983435,2936.0,-0.29093009589382024
24917,-119.40186103821222,37.71266010336047,2746.25,-0.38168238094054
24664,-119.41324342986749,37.71300737465042,2866.75,0.02961778422093017
24918,-119.40142365535729,37.72169131759138,2607.5,-0.1982681713499643
24665,-119.41280742338427,37.72203870130126,2793.75,-0.2282922651343487
24919,-119.40098607712318,37.73072251362665,2397.0,-0.3167944323448237
24666,-119.41237122213394,37.73107000978325,2505.0,-0.37437856309281115
25169,-119.39091740556162,37.703280616253494,2838.5,-0.34334991358239053
25676,-119.36771504031645,37.71161171287938,2510.0,-0.3071464915068427
25423,-119.37909684282337,37.711962272416564,2640.5,-0.07401998078549063
25170,-119.39047884232637,37.712311735929745,2771.5,-0.3338038210845003
25677,-119.3672735289041,37.72064258772796,2639.25,-0.18161018815174262
25424,-119.37865670750364,37.72099326074635,2474.0,-0.17133799283498322
25171,-119.39004008319256,37.721342837386985,2496.25,-0.2845821761871689
25678,-119.3668318202763,37.729673444299856,2867.0,-0.12751970183542555
25425,-119.37821637558045,37.73002423082653,2580.0,-0.16103196075130774
25172,-119.38960112806735,37.730373920621645,2336.25,-0.1385365335314654
24157,-119.43644185804473,37.704667060034964,3059.0,0.13224228339285982
24411,-119.42462601667883,37.71335354974154,3018.5,-0.27956281160429175
24158,-119.43600879803274,37.71369862857589,2994.75,-0.05918463746127039
23905,-119.44739177331572,37.71404261109575,2848.0,-0.0682663448921128
24412,-119.42419138665971,37.722384988458415,2884.5,-0.07810503003547344
24159,-119.43557554456991,37.72273017900496,2825.25,-0.37992328853296337
23906,-119.446959896501,37.72307427288312,2706.0,-0.17743163092474729
24413,-119.42375656248576,37.731416409033216,2541.25,-0.0629073397598959
24160,-119.43514209756454,37.73176171131866,2516.5,-0.04473512182177569
23907,-119.44652782675612,37.732105916581716,2425.75,0.051405752922772746
24414,-119.42332154406502,37.740447811462474,2296.25,-0.27726298127629373
24161,-119.43470845692495,37.74079322551348,2264.0,-0.22554265930264017
23908,-119.44609556398976,37.741137542188035,2261.25,-0.2216474726633088
24415,-119.42288633130538,37.74947919574262,2449.0,-0.1272868980000132
24162,-119.4342746225594,37.749824721585895,2303.25,-0.2860210045600373
23909,-119.44566310811032,37.750169149698586,2366.25,-0.22439775821605815
24416,-119.42245092411477,37.75851056187014,2547.5,0.06585829958297978
24163,-119.43384059437605,37.7588561995324,2474.75,-0.21749252291001345
23910,-119.44523045902635,37.759200739109886,2572.0,-0.24036692323825348
23148,-119.48068617286583,37.733131949661455,2098.75,0.0622827224876976
23655,-119.4574828646449,37.74148076142856,2199.5,-0.3234754374728205
23402,-119.46887035827588,37.74182288317755,2102.75,-0.49887156709377
23149,-119.48025804426807,37.74216390737774,2098.0,-0.2792851935700771
23656,-119.45705178734342,37.75051248002307,2317.25,-0.24006928526309845
23403,-119.46844065964376,37.75085471250183,2209.5,-0.337425565760088
23150,-119.47982972439655,37.75119584707757,2318.0,-0.26802149246585855
23657,-119.45662051745063,37.759544180544886,2546.75,-0.17498326974723816
23404,-119.46801076903375,37.759886523779905,2502.5,-0.2586984271097367
23151,-119.4794012131606,37.76022776875756,2546.75,-0.24821377758614446
25679,-119.3663899143397,37.73870428259146,2909.25,0.22434434924700486
25426,-119.37777584696069,37.73905518265356,2707.0,0.03512289727547182
25173,-119.38916197685793,37.73940498563014,2466.25,-0.3147678638041879
25680,-119.36594781100077,37.74773510259918,2864.25,0.09485829094773514
25427,-119.37733512155121,37.748086116223796,2766.25,0.04722653146047104
25174,-119.38872262947135,37.74843603240893,2623.5,-0.30143228845974684
25681,-119.36550551016592,37.75676590431944,2945.75,-0.2768049725416686
25428,-119.37689419925863,37.75711703153369,2924.5,-0.16290416820165407
25175,-119.38828308581463,37.75746706095443,2784.0,-0.17025465995288336
25682,-119.3650630117416,37.76579668774861,3102.0,-0.24101895232912324
24920,-119.40054830341718,37.739753691462724,2370.25,-0.020276734273186763
24667,-119.41193482602432,37.74010130009288,2360.5,-0.4290965906333724
24921,-119.40011033414676,37.748784851096005,2623.25,-0.4304772372270338
24668,-119.41149823496296,37.74913257222666,2647.75,-0.34130810793427907
24922,-119.39967216921917,37.75781599252299,2793.5,-0.2811934174218921
24669,-119.41106144885751,37.758163826181004,2780.75,-0.12988560830219115
24923,-119.39923380854167,37.76684711574015,2811.5,-0.22977306654240398
24670,-119.41062446761549,37.76719506195237,2701.75,0.12908761330097468
24417,-119.42201532240097,37.76754190984154,2525.5,0.05252021478740266
24924,-119.39879525202143,37.77587822074386,2860.25,-0.28101273973584495
25429,-119.3764530799897,37.76614792857971,2992.25,-0.08669986515453039
25176,-119.38784334579474,37.76649807126309,2864.75,-0.24851377101370958
25683,-119.364620315634,37.77482745288312,3076.5,0.20994051304954314
25430,-119.37601176365096,37.77517880735821,2932.0,0.09838093639981403
25177,-119.38740340931852,37.77552906333135,2885.5,-0.2669841200641909
25684,-119.36417742174945,37.78385819971936,2968.75,-0.09239680148813038
25431,-119.37557025014894,37.78420966786563,2944.5,-0.0949156942055215
25178,-119.38696327629283,37.784560037155636,2950.5,-0.10882983214270517
25685,-119.36373432999406,37.792888928253745,3025.25,-0.13827386313558632
25432,-119.37512853939009,37.79324051009841,3046.0,-0.07461997280365672
23658,-119.45618905487528,37.76857586299055,2733.25,-0.1698138613136551
23405,-119.46758068635486,37.7689183170083,2695.5,-0.19882693313717104
23152,-119.47897251046943,37.76925967241431,2750.25,-0.2973470791793881
24164,-119.43340637228297,37.767887659349526,2607.0,-0.2727849496035376
23911,-119.44479761664618,37.76823231041845,2748.0,-0.3074103081160476
24165,-119.43297195618818,37.776919101033755,2719.5,-0.20965633797265484
23912,-119.44436458087814,37.77726386362078,2864.5,-0.32554040232374515
24166,-119.43253734599969,37.78595052458159,2817.75,-0.18426933358742567
24167,-119.4321025416254,37.7949819299895,2899.25,-0.20042481205979817
23914,-119.44349792881144,37.79532691569278,2948.75,-0.12255443351253693
24168,-119.4316675429731,37.804013317254004,2939.25,-0.09624911463892467
24671,-119.4101872911443,37.77622627953728,2725.0,0.1468072603627364
24418,-119.42157952607172,37.7765732396533,2616.75,-0.13273355803563702
24925,-119.39835649956551,37.78490930753063,2879.5,-0.27140241732907394
24672,-119.4097499193514,37.78525747893216,2747.25,-0.154149044943199
24419,-119.4211435350347,37.78560455130186,2669.75,-0.20631520156291186
24926,-119.397917551081,37.7939403760969,2813.25,-0.08852090916159092
24673,-119.40931235214407,37.794288660133496,2735.25,-0.23389262942523473
24420,-119.42070734919754,37.79463584478374,2738.75,-0.15517675004557502
24927,-119.39747840647485,37.80297142643911,2837.25,-0.08348524697316508
24674,-119.40887458942957,37.8033198231377,2822.75,-0.26100929425713504
24421,-119.42027096846779,37.80366712009541,2848.0,-0.13136024995042433
24928,-119.3970390656539,37.81200245855369,2961.5,-0.09322385154593558
24675,-119.40843663111514,37.81235096794132,2944.25,-0.32393015261140634
24422,-119.41983439275288,37.81269837723334,2927.0,-0.222174270334369
24929,-119.39659952852506,37.82103347243711,3037.75,-0.13017587879429354
24676,-119.4079984771078,37.821382094540716,2995.0,-0.2686500121179337
24423,-119.41939762196029,37.821729616194006,2988.25,-0.23757973632859658
24930,-119.39615979499507,37.83006446808583,3151.75,-0.13683082541522906
24677,-119.40756012731471,37.83041320293245,3055.0,-0.12321195036187772
24424,-119.41896065599731,37.830760836973916,3028.75,-0.1740551723611506
24169,-119.43123234995059,37.81304468637158,2966.5,-0.05168666328228904
24170,-119.43079696246556,37.82207603733874,3033.0,-0.22941676813804718
24171,-119.43036138042565,37.83110737015194,3031.5,-0.15711498673828775
27200,-119.29672678538,37.763666184966915,3560.0,-0.23907175463017516
26441,-119.3308939984878,37.76473637695821,3235.5,-0.1810617267725171
26188,-119.3422834703758,37.765090911878765,3075.75,-0.08237131470936705
25935,-119.35367314166531,37.76544434882863,3072.0,-0.23703242290261928
26442,-119.33044716363887,37.77376679903556,3201.5,-0.10223986676533621
26189,-119.34183801501283,37.77412144866268,3139.5,-0.3254164272851258
25936,-119.35322906588291,37.77447499996493,3164.25,-0.30899065360275024
26443,-119.33000012917223,37.78279720273261,3321.0,-0.033643663861964275
26190,-119.34139236064567,37.78315196709369,3286.5,-0.1902684248359604
25937,-119.35278479170987,37.7835056327757,3114.0,-0.12520507976490983
26444,-119.32955289499316,37.791827588045656,3276.25,-0.021560772118061886
26948,-119.30766606183926,37.773054205044566,3484.75,-0.19780581348738466
26695,-119.31905651237602,37.773411051143015,3350.0,-0.12816689318330873
26696,-119.31860809790483,37.78244133975183,3431.75,-0.05032096435564251
26697,-119.31815948310751,37.79147160994915,3359.75,-0.009619798573989766
26191,-119.34094650717991,37.792182467168196,3215.25,-0.1910656672828886
25938,-119.3523403190521,37.79253624725732,3038.75,0.03252489072141872
26192,-119.34050045452106,37.80121294888256,3119.0,-0.14350150275567541
25939,-119.35189564781538,37.80156684340617,3090.25,-0.20043278333616982
25940,-119.35145077790548,37.81059742121866,3177.75,-0.24380489758084845
25179,-119.38652294662437,37.793590992732355,2942.0,0.0667252457970743
25686,-119.36329104027399,37.801919638482666,3126.25,-0.27966296027518467
25433,-119.37468663128081,37.80227133405291,3044.5,0.1711051841043954
25180,-119.38608242021982,37.80262193005798,2875.5,-0.025666562709143532
25687,-119.36284755249521,37.810950330402534,3136.5,0.057731191793895166
25434,-119.37424452572746,37.811302139725626,3022.25,0.08479656344811691
25181,-119.38564169698586,37.81165284912893,2975.5,0.12584812999560788
25688,-119.36240386656374,37.81998100400973,3181.0,-0.15071864746032718
25435,-119.37380222263627,37.82033292711289,3053.25,-0.21744432957254603
25182,-119.38520077682892,37.82068374994162,3041.5,-0.15631128628367746
25436,-119.37335972191337,37.82936369621119,3068.75,-0.3049480240207224
25183,-119.38475965965561,37.82971463249252,3078.25,-0.3131371121099277
